RxnIndex,RxnID
Rxn3360,PHEMEtm
Rxn3366,PHEth
Rxn3368,PHPHBDDMC
Rxn3464,PMEACPE
Rxn3465,PMTCOAth
Rxn3467,PMTCOAtm
Rxn3469,PMTCOAts
Rxn3475,PNTORtm
Rxn3506,PPAth
Rxn3508,PPAtm
Rxn3524,PPCOAth
Rxn3526,PPCOAtm
Rxn3529,PPHNth
Rxn3531,PPIth
Rxn3532,PPItu
Rxn3540,PPOR
Rxn3544,PQQm
Rxn3572,PRPPtm
Rxn3578,PS_asn_L_c
Rxn3635,PYRtf
Rxn3637,PYRth
Rxn3639,PYRtm
Rxn3645,R5Pth
Rxn3648,RETINALts
Rxn3650,RIBFLVth
Rxn3653,RIBt
Rxn3675,SELTt
Rxn3677,SELTtm
Rxn3708,SO3t
Rxn3710,SO3tm
Rxn3714,SO4NA1tm
Rxn3720,SO4tn
Rxn3732,SQDG18111Z160th
Rxn3734,SQDG1819Z160th
Rxn3736,SQDGATCA18111Z160
Rxn3737,SQDGATCA1819Z160
Rxn3738,SQDGATPA18111Z160
Rxn3739,SQDGATPA1819Z160
Rxn3754,SUCCt
Rxn3758,SUCDHh
Rxn3760,SUCFUMthr
Rxn3776,Stm
Rxn4461,THMPPth
Rxn4463,THMPPtm
Rxn4465,THMt
Rxn4503,TRETINOLOR1
Rxn4505,TRETINOLOR2
Rxn4514,TSULc
Rxn4516,TSULe
Rxn4518,TSULt
Rxn4522,TSULtm2
Rxn4555,UAD
Rxn4558,UDPARAtg
Rxn4571,UDPtg
Rxn4573,UDPth
Rxn4575,UDPtm
Rxn4577,UDPtn
Rxn4600,UMPth
Rxn4603,UPP1R
Rxn4605,UPP3O
Rxn4621,URCN
Rxn4624,URDGLYCAtm
Rxn4641,UTPtm
