RxnID,Pathway,fasta_id,smiles,pred_log10[kcat(s^-1)],pred_log10[Km(mM)],pred_log10[kcat/Km(s^-1mM^-1)]
GCPN,Purine metabolism,A0A2K3D3E2_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.434096158,-2.029019117,1.611101151
GCPN,Purine metabolism,A0A2K3D3E2_wild,O,1.787893653,-0.645010829,1.633313179
GCPN,Purine metabolism,A0A2K3D7N5_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.146301016,-1.763632178,1.243638635
GCPN,Purine metabolism,A0A2K3D7N5_wild,O,1.442998052,-0.535135269,1.253581762
GCPN,Purine metabolism,A0A2K3E4B4_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.392258942,-2.31283021,1.5557096
GCPN,Purine metabolism,A0A2K3E4B4_wild,O,1.607585907,-1.017958403,1.449496746
GCPNn,Purine metabolism,A0A2K3CXS8_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.724329352,-1.82130909,1.75876832
GCPNn,Purine metabolism,A0A2K3CXS8_wild,O,2.05376482,-0.637119949,1.837742805
GCPNn,Purine metabolism,A0A2K3CXT4_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.327995777,-1.68795836,1.341750145
GCPNn,Purine metabolism,A0A2K3CXT4_wild,O,1.700885534,-0.521610916,1.44107759
GCPNn,Purine metabolism,A0A2K3D3C8_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.554973245,-1.97171998,1.601534128
GCPNn,Purine metabolism,A0A2K3D3C8_wild,O,1.923104286,-0.566179574,1.644894004
GCPNn,Purine metabolism,A0A2K3D3E2_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.434096158,-2.029019117,1.611101151
GCPNn,Purine metabolism,A0A2K3D3E2_wild,O,1.787893653,-0.645010829,1.633313179
GCPNn,Purine metabolism,A0A2K3D7N5_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.146301016,-1.763632178,1.243638635
GCPNn,Purine metabolism,A0A2K3D7N5_wild,O,1.442998052,-0.535135269,1.253581762
GCPNn,Purine metabolism,A0A2K3E4B4_wild,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C3N=C(NC4=O)N)O)OP(=O)(O1)[O-],0.392258942,-2.31283021,1.5557096
GCPNn,Purine metabolism,A0A2K3E4B4_wild,O,1.607585907,-1.017958403,1.449496746
GDPA,Purine metabolism,A0A2K3DJV4_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N,0.511707485,-1.283030272,1.22553885
GDPA,Purine metabolism,A0A2K3DJV4_wild,O,1.741823912,-0.547164083,1.286037683
GDPA,Purine metabolism,A0A2K3DNI0_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N,1.471215963,-0.809937298,1.791604042
GDPA,Purine metabolism,A0A2K3DNI0_wild,O,2.662275791,-0.054737568,2.056675434
GDPA,Purine metabolism,A0A2K3DNJ4_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N,1.518467665,-0.841267884,1.8358109
GDPA,Purine metabolism,A0A2K3DNJ4_wild,O,2.656994581,-0.078556545,2.075592279
GDPA,Purine metabolism,A0A2K3DXY3_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N,1.065538168,-1.023488998,1.462965131
GDPA,Purine metabolism,A0A2K3DXY3_wild,O,2.252905369,-0.273537695,1.430499077
GMP5N,Purine metabolism,A0A2K3CZW1_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)N=C(NC2=O)N,0.221668959,-0.866416454,0.935087562
GMP5N,Purine metabolism,A0A2K3CZW1_wild,O,1.396656275,-0.013265978,0.858496845
GMP5N,Purine metabolism,A0A2K3DBK2_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)N=C(NC2=O)N,0.187782019,-0.670942485,0.848236561
GMP5N,Purine metabolism,A0A2K3DBK2_wild,O,1.497414351,0.309650004,0.77198571
GTPA,Purine metabolism,A0A2K3DJV4_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N,0.407739103,-1.356620789,1.175544858
GTPA,Purine metabolism,A0A2K3DJV4_wild,O,1.741823912,-0.547164083,1.286037683
GTPA,Purine metabolism,A0A2K3DNI0_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N,1.362374544,-0.807388306,1.732331038
GTPA,Purine metabolism,A0A2K3DNI0_wild,O,2.662275791,-0.054737568,2.056675434
GTPA,Purine metabolism,A0A2K3DNJ4_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N=C(NC2=O)N,1.408343554,-0.838028789,1.770635962
GTPA,Purine metabolism,A0A2K3DNJ4_wild,O,2.656994581,-0.078556545,2.075592279
I5NT,Purine metabolism,A0A2K3CZW1_wild,O,1.396656275,-0.013265978,0.858496845
I5NT,Purine metabolism,A0A2K3CZW1_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O,0.305153847,-0.896981418,1.000344992
I5NT,Purine metabolism,A0A2K3DBK2_wild,O,1.497414351,0.309650004,0.77198571
I5NT,Purine metabolism,A0A2K3DBK2_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O,0.30302614,-0.66171664,0.893300056
IDPA,Purine metabolism,A0A2K3DJV4_wild,O,1.741823912,-0.547164083,1.286037683
IDPA,Purine metabolism,A0A2K3DJV4_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O,0.638880551,-1.237470388,1.327953935
IDPA,Purine metabolism,A0A2K3DNI0_wild,O,2.662275791,-0.054737568,2.056675434
IDPA,Purine metabolism,A0A2K3DNI0_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O,1.626677513,-0.798117995,1.921402574
IDPA,Purine metabolism,A0A2K3DNJ4_wild,O,2.656994581,-0.078556545,2.075592279
IDPA,Purine metabolism,A0A2K3DNJ4_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O,1.675505042,-0.832117856,1.981114745
ISRH,Purine metabolism,A0A2K3DUF4_wild,O,1.430035591,-0.089527808,0.957186341
ISRH,Purine metabolism,A0A2K3DUF4_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0.546212077,-0.678049207,1.042090416
ITPA,Purine metabolism,A0A2K3DJV4_wild,O,1.741823912,-0.547164083,1.286037683
ITPA,Purine metabolism,A0A2K3DJV4_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O,0.500596464,-1.368636966,1.238508463
ITPA,Purine metabolism,A0A2K3DNI0_wild,O,2.662275791,-0.054737568,2.056675434
ITPA,Purine metabolism,A0A2K3DNI0_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O,1.492406249,-0.854614258,1.831068039
ITPA,Purine metabolism,A0A2K3DNJ4_wild,O,2.656994581,-0.078556545,2.075592279
ITPA,Purine metabolism,A0A2K3DNJ4_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O,1.546435952,-0.886843383,1.886909842
R5PDP,Purine metabolism,A0A2K3DD97_wild,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,0.645651639,-0.891362309,1.389194965
R5PDP,Purine metabolism,A0A2K3DD97_wild,C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O)OP(=O)(O)O,0.969376206,-0.67273283,1.154454947
R5PDP,Purine metabolism,A0A2K3DHX3_wild,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,0.898189425,-0.870875239,1.380942941
R5PDP,Purine metabolism,A0A2K3DHX3_wild,C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O)OP(=O)(O)O,1.251431584,-0.628845274,1.186995506
RSPN,Purine metabolism,A0A2K3DUF4_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,0.484010458,-0.833367467,1.097347498
RSPN,Purine metabolism,A0A2K3DUF4_wild,O,1.430035591,-0.089527808,0.957186341
X5NT,Purine metabolism,A0A2K3CZW1_wild,O,1.396656275,-0.013265978,0.858496845
X5NT,Purine metabolism,A0A2K3CZW1_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)NC(=O)NC2=O,0.271880507,-0.868896782,0.906361938
X5NT,Purine metabolism,A0A2K3DBK2_wild,O,1.497414351,0.309650004,0.77198571
X5NT,Purine metabolism,A0A2K3DBK2_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)NC(=O)NC2=O,0.259113163,-0.633724034,0.796901226
XTSNRH,Purine metabolism,A0A2K3DUF4_wild,O,1.430035591,-0.089527808,0.957186341
XTSNRH,Purine metabolism,A0A2K3DUF4_wild,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,0.680222631,-0.742688715,1.101452827
URO2,Purine metabolism,A0A2K3CSX0_wild,C1C=CN(C=C1C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O,0.650983512,-1.583638549,1.741180778
URO2,Purine metabolism,A0A2K3CSX0_wild,O=O,0.389490962,-1.586331129,1.453875184
URO2,Purine metabolism,A0A2K3CSX0_wild,C12=C(NC(=O)N1)NC(=O)NC2=O,0.171777934,-2.008005381,1.803309679
URIH,Purine metabolism,A0A2K3DFM8_wild,O,2.051543713,0.01145271,1.382280827
URIH,Purine metabolism,A0A2K3DFM8_wild,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,1.423246622,-0.486518681,1.541542888
URIH,Purine metabolism,A0A2K3DFN8_wild,O,1.539420128,0.183211729,0.931734085
URIH,Purine metabolism,A0A2K3DFN8_wild,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,0.922720551,-0.324684501,1.01048851
URIH,Purine metabolism,A0A2K3DNB6_wild,O,1.791761041,0.415104628,1.342603326
URIH,Purine metabolism,A0A2K3DNB6_wild,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,1.284592748,-0.160264522,1.324388742
INSH,Purine metabolism,A0A2K3DFM8_wild,O,2.051543713,0.01145271,1.382280827
INSH,Purine metabolism,A0A2K3DFM8_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,1.17383492,-0.576497138,1.59647727
INSH,Purine metabolism,A0A2K3DFN8_wild,O,1.539420128,0.183211729,0.931734085
INSH,Purine metabolism,A0A2K3DFN8_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0.649559319,-0.437840372,1.061455369
INSH,Purine metabolism,A0A2K3DNB6_wild,O,1.791761041,0.415104628,1.342603326
INSH,Purine metabolism,A0A2K3DNB6_wild,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,0.863621116,-0.269818991,1.251996398
DGSNPT,Purine metabolism,A0A2K3E1X5_wild,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,-0.126727059,-1.073980093,0.658164322
DGSNPT,Purine metabolism,A0A2K3E1X5_wild,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,-0.270851642,-0.96490556,0.601049662
DAD2PT,Purine metabolism,A0A2K3E1X5_wild,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,-0.126727059,-1.073980093,0.658164322
